日期,开盘,收盘,最高,最低,成交量,成交额,trend_sma_20,trend_sma_50,trend_ema_12,trend_ema_26,trend_macd,trend_macd_signal,trend_macd_hist,momentum_rsi_14,momentum_stoch_k,momentum_stoch_d,momentum_stoch_j,volatility_bbands_upper,volatility_bbands_middle,volatility_bbands_lower,volatility_atr_14,volume_obv,volume_ad,volume_vwap
2018-09-14,16.66,16.68,16.84,16.56,28920836,483161472.0,16.760000000000005,17.7458,16.479841907854507,16.92110001945871,-0.44374422641985234,-0.49854130387855466,0.054797077458702326,49.581908946220835,32.679738562091444,18.937489525724786,60.16423663482476,17.775874007935546,16.760000000000005,15.744125992064467,0.6342768242161986,689547520.0,201335458.08123884,18.53627957768944
2018-09-17,16.5,16.42,16.56,16.1,10710658,175289448.0,16.758000000000006,17.7382,16.470635460492275,16.883981499498805,-0.4154496746197722,-0.4819229780267982,0.06647330340702595,46.84799203697318,47.843137254901926,32.74007038712917,78.04927099044743,17.77638303206548,16.758000000000006,15.739616967934534,0.6303999082007558,678836862.0,205526585.1247172,18.53107717697362
2018-09-18,16.42,16.28,16.5,16.1,21242979,345414640.0,16.70200000000001,17.683799999999998,16.441306928108848,16.839242129165562,-0.39971520042176323,-0.46548142250579116,0.06576622208402794,45.3964703602443,48.16993464052288,42.89760348583875,58.714596949891146,17.695893354439235,16.70200000000001,15.708106645560784,0.6139427719007017,657593883.0,203402287.22471723,18.52051764812271
2018-09-19,16.4,16.56,16.6,16.3,18679934,307478208.0,16.646000000000008,17.634999999999998,16.459567400707485,16.81855752700515,-0.36049627960655073,-0.4444843939259431,0.08398811431939235,48.81242267028467,53.52941176470586,49.84749455337689,60.893246187363815,17.533702652918414,16.646000000000008,15.7582973470816,0.5929468596220803,676273817.0,217100905.49138358,18.512113090719904
2018-09-20,16.54,16.48,16.72,16.3,13270198,218824364.0,16.59800000000001,17.5794,16.46271087752172,16.793479191671437,-0.3320427515649307,-0.4219960654537406,0.0899533138888099,47.89057789483175,59.11764705882348,53.6056644880174,70.14161220043563,17.409310051705397,16.59800000000001,15.786689948294622,0.5805935125062173,663003619.0,215205162.91995504,18.506223608425252
2018-09-21,16.6,16.76,16.76,16.46,22287398,371181248.0,16.58400000000001,17.485599999999998,16.508447665595302,16.79099925154763,-0.2836299560728932,-0.3943228435775711,0.11069288750467787,51.353418415556064,74.31372549019603,62.32026143790845,98.30065359477122,17.373693611471108,16.58400000000001,15.794306388528913,0.5605511187557732,685291017.0,237492560.91995504,18.497192079770613
2018-09-24,16.6,16.5,16.64,16.26,11639050,191088337.0,16.54300000000001,17.394599999999997,16.507148024734487,16.769443751432988,-0.26320819372359594,-0.3680999136067761,0.10489171988318013,48.153464162042496,75.31901649548708,69.58346301483552,86.79012345679021,17.257117637366914,16.54300000000001,15.828882362633106,0.5562260388446466,673651967.0,240555468.81469184,18.492017971724895
2018-09-26,16.4,16.36,16.5,16.28,11449568,187465870.0,16.50500000000001,17.3038,16.484509867083027,16.739114584660175,-0.255376805059921,-0.3455552918974051,0.09017848683748408,46.474175050979625,73.89511360099596,74.50928519555968,72.6667704118685,17.171558324528718,16.50500000000001,15.8384416754713,0.532209893212886,662202399.0,237432859.36014625,18.48673705929458
2018-09-27,16.38,15.96,16.38,15.96,26452436,425591440.0,16.44600000000001,17.192,16.403816041377947,16.681402393203864,-0.27823965661903216,-0.3320921648417305,0.053852508222698325,41.97057800680006,55.02645502645504,68.08019504097935,28.918974997406423,17.085637397279612,16.44600000000001,15.806362602720405,0.5241949008405369,635749963.0,210980423.36014625,18.47302852927052
2018-09-28,16.02,15.5,16.16,15.2,57743921,896940960.0,16.36400000000001,17.1,16.264767419627493,16.593891104818393,-0.32967648155430496,-0.33160902818424537,0.0019325466299404126,37.47327628877022,36.785391663440464,55.235653430297155,-0.11513187027291849,17.045832824083845,16.36400000000001,15.68216717591618,0.5553238364947843,578006042.0,189326452.9851463,18.437700313069612
