报告期,报表核心指标,*净利润,*营业总收入,*营业总成本,*归属于母公司所有者的净利润,*扣除非经常性损益后的净利润,报表全部指标,一、营业总收入,其中：营业收入,二、营业总成本,其中：营业成本,营业税金及附加,销售费用,管理费用,研发费用,财务费用,其中：利息费用,利息收入,资产减值损失,信用减值损失,加：公允价值变动收益,投资收益,其中：联营企业和合营企业的投资收益,资产处置收益,其他收益,三、营业利润,加：营业外收入,其中：非流动资产处置利得,减：营业外支出,其中：非流动资产处置损失,四、利润总额,减：所得税费用,五、净利润,（一）持续经营净利润,归属于母公司所有者的净利润,少数股东损益,扣除非经常性损益后的净利润,六、每股收益,（一）基本每股收益,（二）稀释每股收益,七、其他综合收益,归属母公司所有者的其他综合收益,八、综合收益总额,归属于母公司股东的综合收益总额,归属于少数股东的综合收益总额
2011-09-30,,3224.94万,2.98亿,2.67亿,3224.94万,2601.66万,,2.98亿,2.98亿,2.67亿,2.50亿,69.42万,729.84万,1317.68万,False,-478.77万,False,False,74.93万,False,False,1200.00,False,False,False,3094.24万,744.24万,False,9.12万,False,3829.36万,604.41万,3224.94万,False,3224.94万,False,2601.66万,,0.22,0.22,False,False,3224.94万,3224.94万,False
2011-06-30,,1979.66万,1.90亿,1.71亿,1979.66万,1559.08万,,1.90亿,1.90亿,1.71亿,1.60亿,48.69万,498.79万,857.57万,False,-368.64万,False,False,112.66万,False,False,1200.00,False,False,False,1848.30万,496.35万,False,7300.00,False,2343.92万,364.26万,1979.66万,False,1979.66万,False,1559.08万,,0.13,0.13,False,False,1979.66万,1979.66万,False
2011-03-31,,884.25万,7626.17万,6722.86万,884.25万,736.65万,,7626.17万,7626.17万,6722.86万,6304.56万,27.88万,156.38万,365.58万,False,-224.55万,False,False,93.02万,False,False,False,False,False,False,903.31万,173.88万,False,2300.00,False,1076.96万,192.71万,884.25万,False,884.25万,False,736.65万,,0.06,0.06,False,False,884.25万,884.25万,False
2010-12-31,,3888.41万,2.94亿,2.54亿,3888.41万,3294.77万,,2.94亿,2.94亿,2.54亿,2.30亿,76.01万,762.35万,1390.08万,False,86.71万,False,False,73.88万,False,False,9040.00,False,False,False,4047.57万,728.81万,False,29.89万,8.38万,4746.49万,858.08万,3888.41万,False,3888.41万,False,3294.77万,,0.32,0.32,False,False,3888.41万,3888.41万,False
2010-09-30,,2925.32万,2.11亿,1.82亿,2925.32万,2433.58万,,2.11亿,2.11亿,1.82亿,1.63亿,35.07万,514.79万,771.51万,False,384.93万,False,False,142.43万,False,False,9040.00,False,False,False,2932.81万,610.08万,False,29.89万,8.38万,3512.99万,587.68万,2925.32万,False,2925.32万,False,2433.58万,,0.26,0.26,False,False,2925.32万,2925.32万,False
2010-06-30,,1902.64万,1.38亿,1.19亿,1902.64万,1530.86万,,1.38亿,1.38亿,1.19亿,1.07亿,20.01万,338.21万,505.34万,False,260.51万,False,False,87.00万,False,False,9040.00,False,False,False,1860.25万,447.47万,False,10.09万,8.38万,2297.63万,394.99万,1902.64万,False,1902.64万,False,1530.86万,,0.17,0.17,False,False,1902.64万,1902.64万,False
2010-03-31,,761.35万,5914.59万,5399.58万,761.35万,False,,5914.59万,5914.59万,5399.58万,4816.42万,10.80万,163.97万,225.49万,False,168.23万,False,False,14.67万,False,False,9040.00,False,False,False,515.92万,399.12万,False,False,False,915.04万,153.69万,761.35万,False,761.35万,False,False,,0.10,0.10,False,False,761.35万,761.35万,False
2009-12-31,,3647.95万,3.05亿,2.66亿,3646.99万,3252.02万,,3.05亿,3.05亿,2.66亿,2.44亿,232.07万,734.96万,924.56万,False,447.23万,False,False,-107.65万,False,False,False,False,False,False,3872.36万,507.47万,False,83.97万,False,4295.86万,647.91万,3647.95万,False,3646.99万,9600.00,3252.02万,,0.50,0.50,False,False,3647.95万,3646.99万,9600.00
2009-09-30,,2486.01万,2.37亿,2.10亿,2484.88万,False,,2.37亿,2.37亿,2.10亿,1.92亿,185.40万,583.37万,783.14万,False,306.91万,False,False,-1.67万,False,False,False,False,False,False,2686.97万,352.28万,False,74.53万,False,2964.73万,478.72万,2486.01万,False,2484.88万,1.13万,False,,0.34,0.34,False,False,2486.01万,2484.88万,1.13万
2008-12-31,,4375.74万,2.85亿,2.40亿,4392.96万,4020.85万,,2.85亿,2.85亿,2.40亿,2.17亿,194.92万,652.85万,1096.56万,False,240.11万,False,False,158.56万,False,False,False,False,False,False,4430.90万,197.34万,False,40.03万,2.43万,4588.21万,212.48万,4375.74万,False,4392.96万,-17.22万,4020.85万,,0.60,0.60,False,False,4375.74万,4392.96万,-17.22万
2007-12-31,,6342.48万,3.06亿,2.34亿,6475.03万,6402.30万,,3.06亿,3.06亿,2.34亿,2.16亿,179.61万,623.99万,1203.47万,False,136.28万,False,False,-286.57万,False,False,2.26万,False,False,False,7200.47万,100.20万,False,231.82万,201.66万,7068.86万,726.38万,6342.48万,False,6475.03万,-132.55万,6402.30万,,1.38,1.38,2164.92万,False,8507.40万,8639.95万,-132.55万
